,property_type,room_type,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,host_identity_verified,host_since,instant_bookable,review_scores_rating,zipcode,bedrooms,beds,price
57130,0,0,2,1,4,2,1,3,1,15854,1,87,90028,1,1,116.0
38635,0,0,4,1,4,2,1,3,1,15274,1,92,90028,1,2,128.0
28236,0,0,6,2,4,2,1,3,1,14622,0,91,90028,2,2,165.0
56542,0,0,3,1,4,1,1,3,1,16777,0,87,90028,1,1,129.0
18036,0,0,5,1,4,1,1,3,1,16601,0,85,90028,1,4,99.0
16565,0,0,5,1,4,1,1,3,1,16095,1,95,90028,1,4,179.0
18763,0,0,4,1,4,2,1,3,1,16657,1,88,90028,1,2,99.0
14076,11,2,6,8,4,0,0,3,0,15983,0,89,90028,1,6,46.0
39999,0,0,4,1,4,2,1,3,1,16577,0,90,90028,1,3,86.0
13578,16,1,2,1,4,0,1,3,1,16712,0,97,90028,1,1,75.0
34971,0,0,4,2,4,1,1,3,1,16227,1,100,90028,2,2,144.0
14490,0,0,6,1,4,2,1,3,1,16410,0,92,90028,1,3,168.0
61844,0,0,6,2,4,1,1,3,1,16129,0,96,90028,2,3,198.0
1640,0,1,2,1,4,0,1,3,0,16927,0,93,90028,1,1,50.0
28569,0,0,6,2,4,2,1,3,1,16525,1,95,90028,2,6,200.0
18050,16,1,2,1,4,0,1,3,1,16712,0,85,90028,1,1,85.0
50375,0,2,1,1,4,1,1,3,1,16649,1,84,90028,1,1,34.0
66222,0,0,2,1,4,2,1,3,0,16914,1,90,90028,0,2,85.0
53218,0,0,4,1,4,2,1,3,1,16168,1,95,90028,0,2,130.0
34043,0,0,2,1,4,1,1,3,1,16269,0,97,90028,0,1,47.0
61761,0,1,4,1,4,1,1,3,0,17183,1,91,90028,0,3,60.0
54318,10,0,4,1,4,1,1,3,1,16968,1,100,90028,1,2,140.0
18683,0,1,3,1,4,2,1,3,1,17252,1,90,90028,1,1,58.0
25402,0,0,2,1,4,1,1,3,1,16343,1,100,90028,0,1,135.0
54261,0,0,2,1,4,0,0,3,0,17008,0,95,90028,1,1,98.0
55969,0,0,6,1,4,1,1,3,1,16611,1,95,90028,2,3,122.0
38694,0,0,4,1,4,0,1,3,1,16174,1,93,90028,0,2,98.0
52373,10,0,6,2,4,2,1,3,0,15737,1,100,90028,2,2,150.0
57015,0,0,4,1,4,1,1,3,1,16468,0,94,90028,1,1,85.0
66361,16,1,2,1,4,1,1,3,1,16315,1,85,90028,1,1,49.0
35411,0,0,4,1,4,1,1,3,0,16518,0,97,90028,1,2,105.0
14675,0,0,5,1,4,1,1,3,0,17186,1,98,90028,0,3,139.0
35343,0,1,2,1,4,1,1,3,1,16140,1,94,90028,1,1,58.0
49942,4,0,1,1,4,1,1,3,1,15832,0,97,90028,0,1,93.0
18888,0,2,1,1,4,1,1,3,1,16259,0,88,90028,1,1,75.0
54277,0,0,8,2,4,2,1,3,1,16593,1,96,90028,2,5,327.0
39316,0,0,5,1,4,2,1,3,1,17031,1,96,90028,1,1,125.0
61610,0,0,5,1,4,1,1,3,1,16855,1,98,90028,0,2,105.0
52452,0,0,4,1,4,2,1,3,1,16836,0,91,90028,0,2,80.0
14558,0,0,3,1,4,1,1,3,1,16331,0,95,90028,1,1,125.0
62823,0,0,6,2,4,2,1,3,0,15718,0,90,90028,3,3,250.0
56017,0,0,5,1,4,1,1,3,1,16593,1,91,90028,1,2,105.0
13804,0,1,2,1,4,2,0,3,0,17240,1,100,90028,1,1,45.0
52412,0,0,3,1,4,1,1,3,0,16456,1,89,90028,1,1,110.0
35685,0,1,1,2,4,0,1,3,1,16183,1,100,90028,0,1,44.0
50398,0,0,3,1,4,1,1,3,1,17013,1,93,90028,0,2,150.0
35604,14,0,2,1,4,1,1,3,0,16762,0,98,90028,1,1,134.0
56843,0,0,6,1,4,2,1,3,1,15274,1,94,90028,2,4,164.0
62840,0,1,2,1,4,2,1,3,0,17081,1,100,90028,1,1,119.0
56857,0,0,2,1,4,0,1,3,1,16868,0,80,90028,0,1,55.0
63580,0,0,6,2,4,2,1,3,1,15947,1,77,90028,2,3,168.0
38653,0,0,4,1,4,2,1,3,1,16238,1,94,90028,0,2,100.0
51131,0,0,6,2,4,1,0,3,1,16213,0,96,90028,2,3,100.0
38832,0,0,4,1,4,2,1,3,1,16133,1,83,90028,0,2,99.0
34316,16,0,8,1,4,2,1,3,1,16183,1,90,90028,2,4,109.0
15491,0,1,1,2,4,0,0,3,0,16586,1,100,90028,1,1,70.0
15477,0,1,2,1,4,2,0,3,0,17240,1,96,90028,0,1,35.0
1544,0,2,1,1,4,2,0,3,1,14447,0,90,90028,1,1,50.0
59280,0,0,6,1,4,2,1,3,1,16454,1,100,90028,1,3,129.0
1823,16,1,2,1,4,2,1,3,1,14650,0,94,90028,1,1,78.0
13721,0,1,2,1,4,2,1,3,1,16653,1,98,90028,1,1,69.0
37986,0,0,3,1,4,2,1,3,1,16785,0,100,90028,0,2,155.0
40182,0,0,3,1,4,2,1,3,1,15469,0,99,90028,1,2,99.0
34464,0,0,4,1,4,2,1,3,1,16525,0,89,90028,1,2,112.0
53499,0,1,2,1,4,2,1,3,0,17081,1,91,90028,1,1,69.0
39006,0,0,6,2,4,2,1,3,1,16004,1,92,90028,2,3,139.0
25156,19,1,1,1,4,0,1,3,0,15396,0,94,90028,1,1,40.0
18495,0,0,8,2,4,2,0,3,1,16308,1,70,90028,2,4,349.0
62437,0,0,3,1,4,2,1,3,1,15207,0,93,90028,1,2,107.0
60285,0,0,6,2,4,1,1,3,1,16584,1,91,90028,1,3,199.0
23169,0,0,2,1,4,2,1,3,0,16973,1,95,90028,1,2,119.0
49561,0,0,5,1,4,0,1,3,1,16761,1,96,90028,1,3,118.0
60199,0,1,2,1,4,1,0,3,1,16525,1,89,90028,1,1,96.0
39793,0,0,2,1,4,1,1,3,0,15945,1,98,90028,1,1,179.0
15554,0,1,2,1,4,2,1,3,0,15447,1,93,90028,1,1,149.0
38976,0,0,6,2,4,2,1,3,1,16791,1,93,90028,2,2,223.0
881,0,1,1,1,4,1,0,3,1,16388,0,97,90028,1,1,90.0
929,0,0,3,1,4,1,1,3,1,16365,0,95,90028,0,2,99.0
33532,16,0,6,2,4,1,1,3,1,16478,1,96,90028,2,3,229.0
17150,11,1,2,2,4,1,1,3,1,15136,0,80,90028,1,1,74.0
1809,10,1,2,1,4,2,1,3,1,15877,0,98,90028,1,1,89.0
59686,0,0,4,1,4,1,1,3,1,16840,0,95,90028,1,2,95.0
23482,0,0,2,1,4,1,1,3,1,15815,0,93,90028,0,1,89.0
15308,0,1,2,1,0,0,1,3,0,16680,0,95,90028,1,1,55.0
34392,0,1,2,1,4,2,1,3,1,16335,0,97,90028,1,1,89.0
63635,0,0,5,1,4,0,1,3,1,16316,1,100,90028,0,2,99.0
49663,16,1,1,2,4,1,1,3,0,14760,0,97,90028,1,1,37.0
51395,0,0,3,1,4,1,1,3,1,16604,1,94,90028,1,1,99.0
64791,0,1,2,1,4,0,1,3,0,17094,0,100,90028,1,1,66.0
34351,0,1,3,1,0,2,1,3,1,16842,1,89,90028,1,1,79.0
2171,16,1,2,1,4,2,1,3,1,15481,0,97,90028,1,1,65.0
23566,0,0,3,1,4,0,1,3,1,16605,0,100,90028,0,1,149.0
24987,0,0,2,1,4,0,0,3,1,14980,1,90,90028,1,1,80.0
13328,0,0,6,2,4,2,1,3,0,15250,0,100,90028,2,2,220.0
38224,0,0,4,1,4,1,1,3,0,16696,1,90,90028,1,1,105.0
36330,0,0,7,1,4,2,1,3,1,15440,0,100,90028,2,4,198.0
39039,0,0,4,1,4,2,1,3,1,16657,0,79,90028,1,2,85.0
63734,0,0,8,2,4,2,1,3,1,16262,1,92,90028,2,6,243.0
49734,0,1,2,1,4,2,1,3,0,15718,0,96,90028,1,1,85.0
64497,0,0,8,1,4,2,1,3,1,16593,1,98,90028,1,6,299.0
49767,20,1,2,2,4,1,1,3,1,15136,0,97,90028,1,1,74.0
24609,0,1,2,4,4,2,0,3,1,15503,0,93,90028,1,2,70.0
33591,0,0,2,1,4,1,0,3,1,15746,0,100,90028,1,1,85.0
13072,0,2,1,1,4,2,1,3,0,16564,0,92,90028,1,1,32.0
24610,0,0,2,1,4,2,1,3,1,16148,0,97,90028,1,1,140.0
18328,0,1,1,1,4,0,0,3,0,16586,1,95,90028,1,1,60.0
15842,0,0,2,1,4,1,1,3,1,16797,1,95,90028,1,1,70.0
58200,0,0,7,2,4,2,1,3,1,15469,0,91,90028,2,4,155.0
34692,0,0,2,1,4,2,1,3,0,14809,0,97,90028,1,1,105.0
35476,0,0,3,1,4,0,0,3,1,15921,1,73,90028,0,2,80.0
51950,0,0,4,1,4,2,1,3,1,16525,0,97,90028,1,2,200.0
65388,0,0,5,2,4,1,1,3,0,17023,0,99,90028,2,2,196.0
38389,0,0,3,1,4,1,1,3,1,16011,1,87,90028,0,2,139.0
53855,0,0,3,1,4,1,1,3,1,15469,0,97,90028,1,2,121.0
49514,0,0,4,1,4,2,1,3,1,16520,1,95,90028,1,2,99.0
28570,0,0,4,1,4,1,1,3,0,16892,1,92,90028,0,1,90.0
1395,0,0,6,1,4,2,1,3,1,16818,1,95,90028,1,3,88.0
58810,19,0,5,2,4,1,1,3,1,17121,0,98,90028,1,2,215.0
53455,20,0,2,1,4,1,1,3,1,15861,0,100,90028,0,1,99.0
1064,19,2,1,1,4,2,0,3,1,14447,0,89,90028,1,1,50.0
58894,0,0,2,1,4,2,1,3,1,16512,1,94,90028,1,1,79.0
13380,0,0,5,2,4,2,1,3,0,17094,1,94,90028,2,5,179.0
49034,0,0,10,1,4,1,1,3,1,16921,0,92,90028,2,6,189.0
35861,0,1,2,1,4,0,1,3,0,17012,1,94,90028,1,1,78.0
51791,0,0,2,1,4,0,1,3,1,16813,1,80,90028,0,2,100.0
54818,0,0,5,1,4,2,1,3,1,16816,0,97,90028,2,3,139.0
290,0,0,2,1,4,2,1,3,1,16640,1,100,90028,0,1,88.0
1062,0,0,4,1,4,1,1,3,1,17112,1,96,90028,1,2,115.0
65214,4,0,2,1,4,1,1,3,1,15884,0,100,90028,0,1,125.0
51763,0,0,2,1,4,1,1,3,1,16380,1,93,90028,0,1,139.0
65206,0,0,4,1,4,1,1,3,1,16584,1,62,90028,1,2,98.0
63935,16,0,6,2,4,2,1,3,1,16476,0,98,90029,2,3,250.0
63764,1,1,2,1,4,1,0,3,1,15509,0,98,90029,1,1,95.0
68358,16,0,7,1,4,2,1,3,1,15558,0,96,90029,3,4,135.0
52624,16,1,1,1,4,0,1,3,1,15426,0,98,90029,1,1,75.0
19603,0,0,2,1,4,1,1,3,1,15492,0,99,90029,1,1,125.0
24683,0,2,1,1,4,2,0,3,0,16654,0,100,90029,1,1,56.0
41116,0,1,2,1,4,2,1,3,1,15885,0,85,90029,1,2,27.0
30519,16,1,2,1,4,0,1,3,0,17017,1,97,90029,1,1,70.0
14382,0,1,2,1,4,2,1,3,1,16818,1,84,90029,1,1,44.0
73870,0,1,2,1,4,2,1,3,0,17060,1,93,90029,1,1,42.0
6227,0,0,2,1,4,2,1,3,1,16841,0,88,90029,0,1,85.0
4832,16,0,3,1,4,1,1,3,1,16191,0,98,90029,1,1,169.0
55847,16,0,6,1,4,2,1,3,0,16077,0,96,90029,3,3,211.0
62024,0,0,2,1,4,1,1,3,1,15923,0,92,90029,1,1,87.0
73635,0,0,2,1,4,0,1,3,0,16854,0,100,90029,0,1,80.0
18776,0,0,2,1,4,2,1,3,0,15774,0,98,90029,1,1,165.0
54982,16,0,3,1,4,2,1,3,1,15627,0,100,90029,2,1,273.0
37203,0,0,2,1,4,2,1,3,1,15052,0,97,90029,1,1,110.0
24747,0,0,2,1,4,2,1,3,1,16841,0,97,90029,0,1,90.0
23474,0,1,2,1,4,2,1,3,1,15885,0,85,90029,1,2,26.0
18004,16,0,6,2,4,2,1,3,1,16192,0,88,90029,3,3,199.0
41188,0,1,2,1,4,2,1,3,0,15495,0,60,90029,1,1,57.0
26428,0,2,2,1,4,0,1,3,1,15588,0,100,90029,1,1,55.0
37893,0,1,2,1,4,2,1,3,0,17060,1,87,90029,1,1,46.0
20387,0,1,2,1,4,2,1,3,1,15885,0,86,90029,1,1,27.0
21540,16,0,2,1,4,2,1,3,1,14510,0,96,90029,1,1,150.0
10471,0,1,2,1,4,0,1,3,1,16514,1,92,90029,1,1,49.0
6334,16,0,3,1,4,2,1,3,1,16476,1,97,90029,1,1,130.0
20302,0,0,6,3,4,2,1,3,1,16666,1,97,90029,3,4,255.0
68186,0,0,3,1,4,2,1,3,1,16125,0,92,90029,0,2,61.0
17911,0,0,2,1,4,2,1,3,0,14511,0,95,90029,1,1,99.0
30432,0,0,5,1,4,2,1,3,1,16535,0,89,90029,2,4,99.0
411,0,0,6,1,4,2,1,3,0,16185,0,82,90029,2,4,99.0
2934,0,0,4,1,4,2,1,3,1,16308,0,97,90029,0,2,127.0
32965,0,0,3,1,4,0,0,3,0,16737,1,98,90029,1,1,106.0
52634,0,0,4,1,4,2,1,3,1,16566,0,94,90029,2,2,150.0
4907,0,1,2,1,4,1,1,3,1,16514,1,92,90029,1,1,49.0
70979,16,1,2,1,4,2,1,3,1,16706,1,95,90029,1,1,48.0
18538,14,0,2,1,4,0,1,3,1,16224,0,98,90029,0,1,99.0
4046,0,0,2,1,4,2,1,3,1,15854,0,93,90029,1,1,90.0
51246,0,0,8,3,4,2,1,3,1,16666,1,100,90029,3,5,255.0
31605,0,0,2,1,4,0,1,3,1,15849,0,100,90029,0,1,73.0
60317,5,0,2,1,4,1,1,3,1,15627,0,99,90029,0,1,105.0
19265,25,0,4,1,4,1,1,3,1,16254,0,91,90029,2,2,145.0
36246,0,1,3,1,4,2,1,3,0,15495,0,90,90029,1,2,60.0
60747,0,0,2,1,4,1,1,3,1,15867,0,100,90029,1,1,115.0
64435,16,0,5,1,4,2,1,3,0,16077,0,96,90029,2,2,149.0
69709,16,0,4,2,4,1,1,3,0,17023,0,100,90029,2,2,160.0
38825,0,1,2,1,4,2,1,3,0,17050,1,87,90029,1,1,52.0
51984,16,0,6,1,4,2,1,3,0,16077,0,97,90029,3,3,229.0
7580,4,0,4,1,4,1,1,3,0,14974,0,95,90029,2,2,195.0
51698,16,0,8,1,4,1,1,3,1,16622,1,97,90029,2,5,137.0
18482,0,0,2,1,4,0,0,3,1,16315,0,90,90029,0,1,95.0
64725,0,1,1,1,4,2,1,3,1,15885,0,85,90029,1,1,26.0
20825,16,0,4,1,4,0,0,3,1,15200,0,95,90029,2,2,150.0
25723,0,1,2,1,4,0,0,3,1,16393,0,95,90029,1,1,89.0
45716,0,0,2,1,4,2,1,3,1,15974,1,86,90029,0,2,100.0
31494,16,0,7,2,4,2,1,3,1,15572,0,88,90029,3,3,275.0
38078,16,0,4,1,4,2,1,3,1,16139,0,100,90029,2,2,133.0
70427,16,1,2,1,4,1,1,3,1,15692,0,96,90029,1,2,95.0
13213,16,1,2,1,4,2,1,3,1,16706,1,96,90029,1,1,48.0
15077,16,0,3,1,4,1,1,3,1,16191,0,99,90029,1,1,169.0
47884,0,0,3,1,4,0,1,3,1,16612,0,92,90029,1,1,120.0
20911,16,0,2,1,4,1,1,3,1,14966,0,98,90029,1,1,175.0
70246,0,2,1,1,4,2,1,3,1,15885,0,96,90029,1,2,12.0
26174,16,1,2,1,4,2,0,3,1,16645,1,85,90029,1,1,89.0
65021,0,0,4,1,4,0,1,3,1,16648,1,95,90029,1,2,99.0
22568,19,0,16,2,4,2,1,3,1,14780,1,92,90029,3,12,267.0
35905,16,0,3,1,4,2,1,3,1,15348,0,98,90029,1,2,124.0
45419,16,0,4,2,4,2,1,3,1,15348,0,98,90029,2,2,170.0
56738,0,0,2,1,4,2,1,3,1,15931,0,98,90029,1,1,137.0
16486,0,0,4,1,4,2,1,3,1,15877,1,100,90029,2,1,150.0
30808,16,0,4,1,3,0,1,3,0,16971,0,100,90029,1,2,145.0
6883,0,1,2,1,4,2,1,3,1,16818,1,86,90029,1,1,44.0
18126,0,0,2,1,4,2,0,3,1,16479,0,95,90029,0,1,95.0
46396,0,1,2,1,4,2,1,3,1,16842,0,99,90029,1,1,54.0
19704,0,0,3,1,4,1,1,3,1,16024,0,92,90029,1,1,125.0
37194,0,1,2,1,4,2,1,3,0,15495,0,100,90029,1,1,55.0
56322,0,1,2,1,4,2,1,3,0,15495,0,89,90029,1,1,55.0
30710,16,1,2,1,4,2,1,3,1,16886,0,97,90029,1,1,55.0
40851,0,0,2,1,4,1,1,3,1,17028,0,100,90029,1,1,129.0
4604,20,0,2,1,4,0,1,3,1,16688,0,98,90029,1,1,125.0
18732,0,1,2,1,4,1,1,3,0,16349,1,100,90029,1,1,115.0
33314,16,0,4,1,4,2,1,3,1,15692,0,91,90029,2,3,385.0
14500,16,0,2,1,4,2,1,3,1,15572,0,88,90029,1,1,125.0
40000,16,0,8,1,4,2,1,3,1,14145,0,97,90029,3,4,257.0
14530,1,1,2,1,4,2,1,3,1,15428,0,99,90029,1,1,78.0
12980,0,0,4,1,4,2,1,3,0,16950,0,96,90029,2,2,155.0
16133,0,0,1,1,4,0,0,3,1,15673,0,95,90029,1,1,90.0
57668,20,0,2,1,4,2,1,3,0,16185,0,85,90029,1,1,65.0
37102,16,0,4,1,4,2,1,3,1,16139,0,99,90029,2,2,133.0
20006,0,0,2,1,4,0,1,3,1,16688,0,98,90029,0,1,145.0
31012,0,0,2,1,4,1,1,3,1,15867,0,99,90029,1,1,115.0
38792,25,0,5,2,4,2,1,3,1,17049,1,96,90029,2,3,158.0
65570,0,1,2,1,4,0,1,3,1,15456,0,100,90029,1,1,70.0
57573,0,0,5,1,4,2,1,3,1,16367,1,93,90029,2,2,125.0
23965,0,0,2,1,4,2,1,3,1,16841,0,82,90029,0,1,75.0
25397,16,1,2,1,4,1,1,3,1,16644,0,95,90029,1,1,59.0
16322,0,1,2,1,4,2,1,3,1,15885,0,85,90029,1,1,27.0
48228,16,0,2,1,4,2,1,3,1,15348,1,98,90029,1,1,134.0
19738,0,0,2,1,4,2,1,3,1,15921,0,85,90029,1,1,117.0
48215,14,0,2,1,4,2,1,3,1,17062,0,98,90029,0,1,130.0
42160,0,2,1,1,4,2,1,3,0,17060,1,93,90029,1,1,30.0
44493,0,1,4,1,4,2,1,3,0,17060,1,86,90029,1,2,39.0
30932,16,0,8,3,4,2,1,3,1,15802,1,93,90029,3,4,299.0
52204,0,1,2,1,4,2,1,3,1,16818,1,92,90029,1,1,39.0
40517,19,0,2,1,4,2,1,3,1,15915,0,95,90029,1,1,72.0
25757,16,1,2,1,4,2,1,3,1,15428,0,98,90029,1,1,84.0
16205,0,0,2,1,4,1,0,3,1,15883,0,100,90029,1,1,119.0
70628,0,0,6,1,4,0,1,3,1,16648,1,94,90029,2,3,145.0
54269,19,0,16,2,4,2,1,3,0,17145,1,100,90029,3,16,288.0
67661,16,1,2,2,4,1,1,3,1,17034,1,94,90029,1,1,75.0
19548,14,1,2,1,4,2,1,3,1,15889,0,100,90029,1,1,134.0
48713,0,0,5,1,4,2,1,3,0,16527,0,83,90029,2,4,129.0
13946,0,0,8,3,4,2,1,3,1,16666,1,100,90029,3,4,254.0
27006,1,1,2,1,4,2,1,3,1,15428,1,98,90029,1,1,90.0
72611,16,0,3,1,4,1,1,3,1,16419,1,99,90029,1,2,150.0
43415,0,0,3,1,4,1,1,3,1,15492,0,99,90029,1,1,175.0
72442,16,0,5,1,4,2,1,3,1,14510,0,97,90029,3,3,145.0
35623,0,1,2,1,4,2,1,3,0,17060,1,75,90029,1,1,44.0
73202,0,1,2,1,4,2,0,3,1,16811,0,98,90029,1,2,55.0
10407,0,0,4,1,4,2,1,3,1,15339,1,96,90029,1,1,88.0
54743,0,0,2,1,4,1,1,3,0,17135,0,95,90029,1,1,135.0
25466,0,0,2,1,4,0,1,3,0,16021,0,100,90029,0,1,100.0
24258,16,0,3,1,4,1,1,3,1,16191,0,98,90029,1,1,169.0
73358,0,0,2,1,4,0,1,3,1,16787,0,95,90029,0,1,66.0
67295,0,2,1,1,4,2,1,3,1,16818,1,85,90029,1,1,18.0
67574,19,0,2,1,4,2,1,3,1,16521,0,98,90029,0,1,99.0
37721,0,1,2,1,4,1,1,3,1,16514,1,91,90029,1,1,46.0
36707,0,1,2,1,4,1,1,3,0,16871,0,100,90029,1,1,48.0
24263,16,0,3,1,4,2,1,3,1,16566,0,86,90029,1,1,120.0
54554,16,1,2,1,4,2,1,3,0,14978,0,94,90029,1,1,75.0
46876,0,0,4,1,4,2,1,3,1,16535,0,69,90029,1,2,75.0
67681,16,0,6,1,4,2,1,3,1,15559,1,95,90029,2,2,165.0
40205,0,1,2,1,4,1,1,3,1,16014,0,94,90029,1,2,85.0
49245,1,1,2,1,4,0,0,3,1,16679,0,95,90031,1,1,85.0
51270,19,1,8,1,4,1,1,3,1,15304,0,94,90031,1,2,63.0
39432,0,0,4,1,4,1,1,3,1,16544,1,88,90031,1,2,49.0
34622,4,0,10,3,4,2,1,3,1,16952,0,98,90031,5,6,290.0
7245,16,0,4,2,4,1,1,3,1,15891,0,99,90031,1,2,100.0
66059,19,2,1,1,4,2,1,3,1,15304,0,99,90031,1,1,36.0
72000,19,0,4,1,4,2,1,3,0,16919,0,90,90031,1,2,95.0
64377,19,1,2,1,4,1,1,3,1,16795,1,94,90031,1,1,65.0
24317,16,0,6,2,4,1,1,3,0,16863,0,99,90031,2,3,99.0
11413,19,1,2,1,4,1,0,3,1,16185,1,95,90031,1,2,70.0
33156,16,1,2,1,4,1,1,3,1,15863,0,75,90031,1,2,25.0
5158,16,1,2,2,4,1,0,3,1,15539,0,79,90031,1,1,20.0
6252,16,0,3,1,4,1,1,3,1,16748,0,93,90031,2,2,110.0
57825,16,1,2,1,4,0,1,3,1,16457,0,100,90031,1,1,79.0
30529,16,0,4,1,4,2,1,3,1,15740,0,97,90031,2,2,120.0
29663,10,0,9,3,4,2,1,3,1,17234,1,100,90031,4,5,340.0
49266,16,0,6,2,4,2,1,3,1,15884,0,96,90031,3,3,170.0
1746,0,0,16,1,4,2,1,3,1,17036,1,97,90031,1,13,150.0
25877,0,1,1,1,4,2,1,3,1,16240,0,100,90031,1,2,75.0
41207,16,1,2,2,4,2,1,3,1,15738,0,93,90031,1,1,50.0
66022,0,0,6,1,4,1,1,3,1,16544,0,93,90031,2,3,133.0
31716,0,0,4,1,4,1,1,3,1,16035,0,91,90031,2,2,99.0
23761,0,0,4,1,4,1,1,3,1,15896,0,100,90031,1,1,105.0
29913,16,0,8,2,4,1,1,3,1,16544,0,95,90031,3,4,142.0
32878,16,0,6,1,4,2,1,3,0,17170,1,96,90031,2,4,123.0
68786,16,2,2,1,4,2,1,3,1,15678,0,90,90031,1,2,16.0
54506,16,0,4,1,4,0,1,3,1,16088,1,100,90031,2,2,150.0
33308,16,1,4,1,4,1,0,3,1,16711,1,92,90031,1,2,70.0
68624,19,1,2,1,4,2,0,3,1,16185,0,100,90031,1,1,56.0
22491,16,1,2,1,4,1,0,3,1,14722,0,100,90031,1,1,130.0
25087,16,1,2,1,4,1,1,3,1,15863,0,79,90031,1,1,22.0
53699,19,1,3,1,2,1,1,3,1,15304,0,91,90031,1,1,42.0
7125,16,1,4,1,4,2,0,3,1,15885,0,100,90031,1,2,75.0
22040,4,0,4,1,4,1,1,3,1,16544,0,91,90031,1,2,50.0
29199,19,0,8,1,4,1,1,3,1,15304,0,100,90031,4,4,111.0
20788,16,1,2,1,4,2,0,3,1,16879,1,100,90031,1,1,119.0
18403,16,0,8,3,4,2,1,3,1,16544,1,93,90031,3,4,89.0
64790,4,0,6,1,4,0,1,3,1,16544,1,94,90031,2,3,94.0
37530,16,0,6,1,4,2,0,3,1,16048,0,60,90031,1,5,60.0
63271,16,0,2,1,4,1,1,3,1,15196,0,95,90032,1,1,106.0
63922,16,1,2,1,4,0,1,3,1,16124,0,97,90032,1,1,79.0
19718,16,0,8,2,4,1,1,3,1,15620,0,97,90032,4,4,165.0
62022,16,1,3,1,4,1,1,3,1,16087,1,90,90032,1,1,44.0
14700,16,0,3,1,4,1,1,3,1,16087,1,92,90032,1,1,60.0
28030,16,0,5,1,4,2,1,3,1,16937,1,96,90032,2,2,119.0
1116,0,0,2,1,4,2,1,3,1,16205,0,99,90032,1,1,120.0
30815,16,1,2,1,4,2,1,3,1,16094,0,93,90032,1,1,65.0
52741,16,0,3,1,4,2,1,3,1,16020,0,97,90032,0,2,70.0
21120,0,0,3,1,4,2,1,3,1,16205,0,97,90032,1,2,135.0
14851,0,0,2,1,4,2,1,3,1,16504,0,95,90032,0,2,54.0
25138,16,1,2,1,3,1,1,3,1,15911,0,100,90032,1,1,55.0
32894,16,1,2,1,4,1,1,3,1,15732,1,92,90032,1,1,61.0
61381,6,0,3,1,4,1,1,3,1,15225,0,98,90032,1,2,80.0
72593,16,0,5,1,4,2,1,3,0,16597,0,100,90032,2,3,149.0
43886,16,0,3,1,4,2,1,3,1,16087,1,91,90032,1,1,65.0
18172,0,0,2,1,4,2,1,3,1,16205,0,99,90032,0,1,130.0
26798,1,1,1,1,4,0,0,3,0,16688,0,96,90032,1,1,50.0
25532,16,0,8,2,4,2,1,3,1,15115,1,93,90032,3,3,275.0
27603,16,1,1,1,4,0,1,3,1,15577,0,100,90032,1,1,50.0
47669,0,0,4,1,4,1,1,3,1,16024,1,96,90032,1,2,88.0
22481,16,0,4,1,4,1,1,3,0,16725,1,95,90032,1,2,95.0
39796,16,0,3,1,4,1,1,3,1,16121,1,99,90032,1,2,79.0
71613,16,1,3,1,4,0,1,3,1,16087,1,96,90032,1,1,41.0
20562,0,0,3,1,2,2,0,3,1,16114,0,92,90032,0,3,75.0
49868,16,1,2,1,4,0,1,3,1,16935,1,93,90032,1,1,45.0
56631,16,1,6,2,4,0,1,3,1,16303,1,98,90032,1,3,60.0
15056,16,0,4,1,4,2,1,3,0,16376,0,96,90032,2,2,72.0
5331,16,1,2,1,4,0,1,3,1,15782,0,95,90032,1,1,65.0
41387,16,2,1,1,4,0,1,3,1,16843,1,100,90033,1,1,25.0
9337,16,1,3,1,4,2,1,3,1,15852,0,98,90033,1,1,65.0
18140,16,1,2,1,4,2,1,3,1,15852,0,98,90033,1,1,55.0
61318,0,0,2,1,4,2,1,3,1,16651,0,92,90033,1,1,60.0
49662,16,2,1,1,4,2,1,3,1,16843,1,88,90033,1,1,25.0
33866,4,1,2,1,4,1,0,3,1,17144,1,100,90033,1,1,50.0
62456,16,0,2,1,4,2,1,3,1,16651,0,93,90033,1,1,80.0
6486,16,0,4,1,4,0,1,3,1,16391,1,93,90033,2,2,120.0
57430,16,2,1,1,4,2,1,3,1,16843,1,90,90033,1,1,25.0
28344,16,0,16,2,4,2,1,3,1,15466,0,80,90033,6,6,300.0
27692,0,2,1,1,4,2,1,3,1,16843,1,77,90033,1,1,25.0
37947,16,0,4,1,4,1,1,3,1,16513,1,85,90033,1,2,105.0
12177,0,1,3,1,4,0,0,3,1,17069,1,87,90033,1,2,48.0
32861,16,1,1,1,4,2,1,3,1,15995,0,95,90033,1,1,27.0
54427,16,1,2,1,4,1,1,3,1,15995,0,91,90033,1,1,34.0
73876,16,0,8,1,4,2,1,3,1,15466,1,88,90033,3,4,150.0
14699,16,2,1,1,4,2,1,3,1,16843,1,80,90033,1,1,25.0
27393,1,1,2,1,4,1,0,3,0,16982,1,93,90033,1,1,48.0
66162,16,2,1,1,4,2,1,3,1,16843,1,90,90033,1,1,25.0
23161,16,0,4,1,4,2,1,3,1,16651,0,100,90033,1,3,130.0
8788,0,1,2,1,4,0,0,3,1,17069,1,96,90033,1,2,45.0
27043,1,1,2,1,4,2,1,3,0,16818,0,100,90033,1,1,65.0
